adjective	document	False
adrenaline	integer	False
adult	anaesthetist	False
adult	gent	False
adult	instrument	False
adult	librarian	False
adult	nanny	False
adult	physician	False
adult	tree	False
advocate	spokeswoman	False
affection	organization	False
agony	adult	False
agony	anaesthetist	False
agony	decoration	False
agreement	rector	False
aircraft	astronomy	False
aircraft	biplane	False
aircraft	bomber	False
aircraft	insect	False
aircraft	letter	False
aircrew	playlist	False
airman	sociology	False
airplane	bomber	False
airplane	chalet	False
alcohol	container	False
alcohol	hotel	False
alcohol	liqueur	False
alcohol	psychology	False
alga	garment	False
algebra	athlete	False
algebra	potato	False
alloy	bronze	False
ancestor	motto	False
anger	lizard	False
animal	affidavit	False
animal	artillery	False
animal	bitterness	False
animal	bug	False
animal	bull	False
animal	calf	False
animal	cameraman	False
animal	chick	False
animal	color	False
animal	crow	False
animal	diabetes	False
animal	dorm	False
animal	feeder	False
animal	funeral	False
animal	furniture	False
animal	gasoline	False
animal	hawk	False
animal	immigration	False
animal	invertebrate	False
animal	kangaroo	False
animal	kestrel	False
animal	kickoff	False
animal	lamb	False
animal	lion	False
animal	maggot	False
animal	magpie	False
animal	organization	False
animal	panda	False
animal	psychotherapy	False
animal	python	False
animal	receptionist	False
animal	reindeer	False
animal	reptile	False
animal	robin	False
animal	ship	False
animal	snake	False
animal	toad	False
animal	turkey	False
animal	vertebrate	False
animal	vial	False
animal	waterfowl	False
anniversary	lingerie	False
anorexia	fixture	False
ant	spokeswoman	False
antibiotic	penicillin	False
antibody	nematode	False
apathy	magnitude	False
apathy	mammal	False
ape	book	False
apprehension	bird	False
apprehension	offspring	False
apprehension	skating	False
aqueduct	pianist	False
archbishop	garment	False
area	cameraman	False
aristocrat	baroness	False
aristocrat	relative	False
armament	cannon	False
armament	people	False
army	waterfowl	False
art	beard	False
art	cost	False
art	serpent	False
artillery	cannon	False
artist	beverage	False
artwork	integer	False
asp	invertebrate	False
asp	workplace	False
asthma	motel	False
asthma	tissue	False
athlete	cricketer	False
athlete	dancer	False
athlete	filly	False
athlete	spokeswoman	False
athlete	swimmer	False
attack	animal	False
attitude	bookshop	False
auto	trait	False
autobiography	feeling	False
badminton	kettle	False
bag	collagen	False
bag	review	False
bag	rucksack	False
bamboo	bear	False
ban	performer	False
baritone	adrenaline	False
barrier	fender	False
barrier	gate	False
barrier	psychotherapy	False
bead	decoration	False
bead	performer	False
bear	webcam	False
bed	insect	False
beech	artillery	False
beer	machine	False
beer	railway	False
benzene	cottage	False
benzene	tent	False
berry	diplomat	False
beverage	art	False
beverage	beer	False
beverage	list	False
beverage	panda	False
beverage	sherry	False
beverage	strut	False
beverage	symbol	False
beverage	tea	False
beverage	vehicle	False
beverage	whisky	False
bib	herb	False
bike	gate	False
bin	mail	False
binder	disease	False
binder	notary	False
binder	performer	False
bingo	fluid	False
biochemistry	enzymology	False
biplane	ale	False
bird	chick	False
bird	cookie	False
bird	disorder	False
bird	eagle	False
bird	entertainer	False
bird	freeway	False
bird	hawk	False
bird	penguin	False
bird	seabird	False
bird	snake	False
bird	turkey	False
bird	woman	False
bird	woodpecker	False
bishop	cardinal	False
bishop	valley	False
boar	spokesperson	False
boat	chair	False
boat	cost	False
boat	dinghy	False
boat	pontoon	False
boat	reformer	False
bonnet	hamster	False
bonnet	vehicle	False
book	fruit	False
bookmark	performer	False
border	feeling	False
bottle	throne	False
bourgeoisie	association	False
bourgeoisie	fabric	False
bowling	clothing	False
bread	toast	False
breeze	heroism	False
breeze	physiology	False
buggy	garment	False
building	castle	False
building	craftsman	False
building	envy	False
building	instrument	False
building	mosque	False
building	motel	False
building	observatory	False
building	potato	False
building	shrine	False
building	theater	False
building	transaction	False
bull	highway	False
bureau	leaf	False
business	disease	False
business	meal	False
businessman	tycoon	False
butterfly	vertebrate	False
cabbage	aspirin	False
cabbage	toast	False
calculation	temperature	False
calf	worker	False
camera	clinician	False
camera	magistrate	False
campsite	discipline	False
campsite	disease	False
cancer	drug	False
cancer	drummer	False
cancer	melanoma	False
cancer	mesothelioma	False
cannon	tree	False
captivity	internment	False
car	limousine	False
car	sedan	False
carbohydrate	cellulose	False
carbonate	worker	False
carcinoma	granny	False
care	radiotherapy	False
caring	bacterium	False
carnivore	dog	False
carnivore	ferret	False
carnivore	glider	False
cassette	therapy	False
cat	drone	False
cat	locomotive	False
catcher	psoriasis	False
caterpillar	aesthetic	False
cellist	puppy	False
cellist	vehicle	False
cellulose	mineral	False
ceremony	initiation	False
chair	armchair	False
chamber	animal	False
chamber	house	False
chamber	objectivity	False
champagne	batsman	False
champagne	etching	False
chancellor	basket	False
chant	boss	False
cheese	kettle	False
chemical	benzene	False
chemical	carbonate	False
chemical	food	False
chemical	rat	False
chemistry	liquid	False
chemotherapy	rum	False
chick	seed	False
chick	smuggler	False
child	sherry	False
church	fence	False
classroom	music	False
cleaning	animal	False
cleaning	shaving	False
clergyman	archbishop	False
clergyman	vicar	False
clinician	software	False
clothing	denim	False
clothing	karaoke	False
clothing	kilt	False
clothing	shirt	False
clothing	tie	False
clubhouse	poem	False
coaching	chart	False
cockroach	alcohol	False
cocktail	affection	False
collagen	shopkeeper	False
collection	parasite	False
color	green	False
color	record	False
combustion	blaze	False
commerce	importation	False
commodity	annals	False
commodity	car	False
commodity	dryer	False
commodity	geek	False
commodity	kilt	False
commodity	staple	False
commodity	stocking	False
commodity	sweater	False
communicator	cradle	False
communicator	storyteller	False
communicator	writer	False
compensation	publication	False
competitiveness	dentistry	False
competitiveness	screenwriter	False
competitiveness	tumor	False
computer	catastrophe	False
computer	laptop	False
computer	pc	False
computer	vertebrate	False
concept	gastropod	False
condominium	gymnasium	False
conduit	aqueduct	False
conduit	writer	False
conservatism	mesothelioma	False
consistency	fly	False
consistency	hardness	False
consumer	drinker	False
container	disease	False
container	garment	False
container	kettle	False
container	lamb	False
container	pc	False
container	pouch	False
container	room	False
container	spokeswoman	False
container	spoon	False
container	teacher	False
container	technician	False
container	terminal	False
container	tip	False
contest	final	False
contest	vertebrate	False
contestant	building	False
contestant	winner	False
contract	musician	False
contractor	declaration	False
cook	point	False
cosmology	relief	False
cost	overhead	False
cost	vegetable	False
counterattack	seafood	False
coupe	pc	False
covenant	vehicle	False
cow	chocolate	False
crab	illness	False
cradle	airplane	False
crew	aircrew	False
criminal	bird	False
criminal	documentary	False
criminal	drone	False
criminology	sherry	False
crusade	therapy	False
crystal	ice	False
crystal	leader	False
crystal	malaria	False
crystal	turquoise	False
curve	feeling	False
curve	publication	False
curve	spiral	False
dad	animal	False
dad	milk	False
dagger	dolphin	False
dancer	autobiography	False
dart	motorway	False
day	tomorrow	False
dealership	terrier	False
dean	signal	False
deer	aromatherapy	False
dentistry	piracy	False
depth	roadway	False
dermatitis	tumor	False
descendent	housing	False
diabetes	corridor	False
diabetes	furniture	False
digit	iv	False
digit	ix	False
dimension	castle	False
dioxide	military	False
dioxin	package	False
diplomat	ambassador	False
disability	hare	False
disability	math	False
discipline	acoustics	False
discipline	anatomy	False
discipline	ceremony	False
discipline	geology	False
discipline	geometry	False
discipline	housing	False
discipline	limb	False
discipline	logic	False
discipline	neuroscience	False
discipline	pharmacy	False
discipline	psychotherapy	False
disease	animal	False
disease	colt	False
disease	diabetes	False
disease	flu	False
disease	gall	False
disease	herpes	False
disease	housing	False
disease	lupus	False
disease	worm	False
dish	integer	False
disorder	hysteria	False
disorder	insomnia	False
disorder	laboratory	False
disorder	symbol	False
doctrine	aesthetic	False
doctrine	privateer	False
document	affidavit	False
document	covenant	False
document	deity	False
document	solid	False
dog	annals	False
dog	bulldog	False
dog	greyhound	False
dog	kingfisher	False
dog	word	False
dogma	ship	False
dove	people	False
dragonfly	oil	False
drift	economist	False
drug	anaesthetic	False
drug	benzodiazepine	False
drug	hall	False
drug	jurisprudence	False
drummer	tree	False
dryer	cottage	False
dryer	parent	False
dwelling	chateau	False
dwelling	convent	False
dwelling	conversion	False
dyke	vertebrate	False
eagle	tip	False
eater	vegan	False
ecstasy	sport	False
editor	movie	False
eel	kingfisher	False
electrician	granny	False
electronics	professional	False
emotion	anger	False
emotion	animosity	False
emotion	displeasure	False
emotion	fright	False
emotion	resentment	False
empress	chemical	False
enclosure	cage	False
encyclopedia	ale	False
end	inn	False
endurance	reindeer	False
energy	heat	False
entertainer	artiste	False
entertainer	biologist	False
entertainer	cellist	False
entertainer	comic	False
entertainer	leg	False
entertainer	penguin	False
entertainer	piper	False
entertainer	trumpeter	False
entertainer	warbler	False
environmentalist	entertainer	False
enzyme	animal	False
enzyme	chick	False
equipment	attorney	False
equipment	camera	False
equipment	parachute	False
equipment	princess	False
equipment	reel	False
equipment	roofing	False
equipment	sherry	False
era	perseverance	False
era	pine	False
etching	discipline	False
excuse	physician	False
explanation	biplane	False
explanation	excuse	False
explanation	spore	False
explosive	aircraft	False
explosive	dynamite	False
fabric	sunshine	False
fabric	velvet	False
facade	outpost	False
facility	chalet	False
falcon	calculation	False
fallacy	produce	False
falsehood	flea	False
farmhouse	bargain	False
fear	ecologist	False
fear	suitcase	False
feeling	animosity	False
feeling	artillery	False
feeling	benzodiazepine	False
feeling	compassion	False
feeling	desire	False
feeling	doctrine	False
feeling	envy	False
feeling	insect	False
feeling	jealousy	False
feeling	longing	False
feeling	love	False
feeling	military	False
feeling	nostalgia	False
feeling	passion	False
feeling	relief	False
feeling	resignation	False
feeling	rum	False
feeling	serviceman	False
feeling	surprise	False
feeling	terror	False
feeling	weapon	False
felony	panda	False
fiber	entertainer	False
fillet	antibiotic	False
fillet	glider	False
final	cotton	False
firm	carnivore	False
firm	publisher	False
fish	kestrel	False
fish	shark	False
fluid	alcohol	False
fluid	beverage	False
fluid	cider	False
fluid	record	False
fluid	rum	False
fluid	whiskey	False
fluorescence	sausage	False
fly	grandchild	False
folly	dealer	False
folly	tent	False
food	candy	False
food	gun	False
food	honey	False
food	margarine	False
food	pizza	False
food	reimbursement	False
food	sandwich	False
food	spaghetti	False
food	woman	False
football	fixture	False
football	hamlet	False
forearm	merchant	False
foundry	typhoon	False
fragrance	leader	False
freeway	district	False
fruit	illness	False
fruit	melon	False
fruit	olive	False
fruit	pear	False
fruit	pizza	False
frustration	terror	False
fuel	tumor	False
fullback	baronetcy	False
funeral	carnivore	False
furniture	desk	False
furniture	shark	False
furniture	soprano	False
furniture	throne	False
furniture	word	False
game	bowling	False
game	netball	False
game	reelection	False
game	snooker	False
garment	eater	False
garment	jean	False
garment	lingerie	False
gasoline	hymn	False
gastropod	music	False
gate	violinist	False
gathering	seminar	False
gemstone	mammal	False
gent	entertainer	False
gent	playing	False
geology	charcoal	False
geometry	emotion	False
goalkeeper	documentary	False
golfer	tower	False
goose	victim	False
governor	drift	False
grandchild	drug	False
grandparent	grandfather	False
graveyard	transaction	False
greyhound	collection	False
greyhound	eatery	False
greyhound	symbol	False
greyhound	symphony	False
gun	crusade	False
gym	panda	False
hair	beard	False
hair	desire	False
hamlet	condominium	False
hamster	science	False
handgun	chick	False
handgun	worker	False
handset	phenomenon	False
hare	fillet	False
heat	armchair	False
heat	ticket	False
height	quarterback	False
helicopter	courthouse	False
herb	osteoarthritis	False
herb	rue	False
herb	vehicle	False
heroism	melanoma	False
herring	feeling	False
heterogeneity	discipline	False
heterogeneity	vertebrate	False
highway	machine	False
holly	official	False
horse	bear	False
horse	science	False
horse	stallion	False
host	hostess	False
hostel	lingerie	False
hound	greyhound	False
hound	python	False
house	castle	False
house	chalet	False
house	monastery	False
house	priory	False
house	serviceman	False
housewife	hawk	False
housing	criminal	False
housing	guesthouse	False
housing	manor	False
housing	monastery	False
housing	percussionist	False
housing	supper	False
husband	competitiveness	False
hydrocarbon	gasoline	False
hydrocarbon	statement	False
icon	disease	False
idea	fender	False
idea	value	False
illness	asylum	False
illness	digit	False
illness	document	False
illness	mesothelioma	False
illness	smallpox	False
illness	tumor	False
illness	tumour	False
illustration	milk	False
immunology	investment	False
infant	investor	False
inference	vehicle	False
inference	yearning	False
influenza	staple	False
information	corporation	False
information	disease	False
information	documentation	False
information	pine	False
information	playlist	False
information	propaganda	False
information	surgeon	False
information	waitress	False
infusion	animal	False
inhabitant	islander	False
inhabitant	resident	False
insect	ant	False
insect	cricket	False
insect	drone	False
insect	fencing	False
insect	illness	False
insect	librarian	False
insomnia	dictionary	False
institution	produce	False
institution	seminary	False
instrument	animal	False
instrument	gauge	False
instrument	missile	False
instrument	motorcycle	False
instrument	radar	False
instrument	royalty	False
instrument	telescope	False
instrument	voice	False
instrument	zebra	False
integer	animal	False
integer	ecstasy	False
integer	eleven	False
integer	fish	False
integer	rodent	False
integer	ten	False
integer	twenty	False
interoperability	height	False
intestine	equipment	False
intranet	negation	False
invertebrate	ant	False
invertebrate	gastropod	False
invertebrate	science	False
invertebrate	soprano	False
jam	trait	False
jelly	chapel	False
jewel	gunboat	False
jewel	invitation	False
jewelry	computer	False
jewelry	drummer	False
jewelry	freeware	False
jigsaw	alga	False
jigsaw	handgun	False
jigsaw	worker	False
joint	change	False
joint	knuckle	False
journalist	columnist	False
kangaroo	castle	False
karaoke	merchant	False
kestrel	liquor	False
kestrel	netball	False
kestrel	worker	False
keyboardist	cricket	False
kilt	monoclonal	False
kindergarten	symbol	False
knife	raven	False
laborer	solid	False
lactose	pony	False
lactose	writer	False
laptop	ice	False
larva	caterpillar	False
larva	maggot	False
leader	boss	False
leader	pope	False
leader	rider	False
leader	science	False
leader	statesman	False
leader	vehicle	False
leaf	petal	False
lecturer	rate	False
leg	microorganism	False
lemon	humanist	False
lemon	throne	False
leprosy	kestrel	False
lesbian	crowd	False
lesbian	dyke	False
librarian	document	False
light	resident	False
limb	leg	False
limousine	workbook	False
lingerie	payer	False
lingerie	remorse	False
liqueur	feeling	False
liqueur	ten	False
liquid	beer	False
liquid	beverage	False
liquid	jewelry	False
liquid	liquor	False
liquid	pet	False
liquid	progenitor	False
liquid	road	False
liquid	sherry	False
liquid	standing	False
liquid	vintage	False
liquor	odyssey	False
list	chapel	False
list	enumeration	False
lizard	entertainer	False
logic	crime	False
logic	mammal	False
logo	squid	False
machine	biochemistry	False
machine	pc	False
maggot	muse	False
magnitude	beverage	False
magnitude	radius	False
magnitude	size	False
magpie	science	False
maid	bench	False
mail	postcard	False
mailbox	crusade	False
mammal	biochemistry	False
mammal	bitterness	False
mammal	boar	False
mammal	cat	False
mammal	chimpanzee	False
mammal	disease	False
mammal	enzyme	False
mammal	fox	False
mammal	goat	False
mammal	horse	False
mammal	illness	False
mammal	intranet	False
mammal	machine	False
mammal	mankind	False
mammal	rat	False
mammal	vegetable	False
man	pronoun	False
manor	archbishop	False
manual	servant	False
mariner	ruler	False
marker	bookmark	False
massage	petroleum	False
mater	range	False
mater	turret	False
meal	dinner	False
meal	reptile	False
meal	sport	False
meal	supper	False
meat	clown	False
meat	vertebrate	False
medium	animal	False
medium	invertebrate	False
meeting	convention	False
meeting	leader	False
meeting	orchid	False
melanoma	note	False
member	regent	False
memo	vehicle	False
memorandum	racing	False
merchant	shopkeeper	False
mesothelioma	ambassador	False
mesothelioma	maker	False
message	asylum	False
message	occupation	False
midwife	alcohol	False
migraine	staple	False
migrant	feeling	False
migration	organization	False
militia	leader	False
mime	fairytale	False
miner	arthritis	False
miner	officer	False
mischief	collagen	False
mischief	hydrocarbon	False
mischief	vandalism	False
misfortune	calamity	False
misfortune	catastrophe	False
misfortune	mom	False
mishap	symposium	False
missile	vole	False
molecule	cancer	False
molecule	carbohydrate	False
molecule	lipid	False
molecule	locomotive	False
molecule	monoclonal	False
molecule	toast	False
molecule	vehicle	False
mollusc	business	False
moratorium	valley	False
mortar	insecticide	False
mosque	castle	False
mother	food	False
motorcycle	karaoke	False
motorist	firearm	False
motto	logo	False
movie	documentary	False
murderer	competitiveness	False
murderer	eleven	False
music	concerto	False
music	monarch	False
music	reggae	False
musician	piper	False
musician	road	False
musician	soloist	False
musket	player	False
musket	rate	False
name	gent	False
narrative	fairytale	False
narrative	wine	False
netball	sport	False
netball	vehicle	False
nickname	disability	False
nipple	heterogeneity	False
nostalgia	integer	False
nostalgia	offspring	False
note	cockroach	False
note	memorandum	False
note	vehicle	False
nurse	amphibian	False
objectivity	visualisation	False
obstruction	performer	False
occupation	cleaning	False
occupation	pharmacy	False
occupation	professorship	False
occupation	vertebrate	False
officer	daughter	False
official	cardinal	False
official	grandmother	False
official	science	False
offspring	arithmetic	False
offspring	granddaughter	False
offspring	son	False
ointment	smallpox	False
oncology	skating	False
opening	feeling	False
opening	leak	False
ore	clown	False
organ	animal	False
organ	barrier	False
organ	intestine	False
organ	nipple	False
organ	penis	False
organ	uterus	False
organist	enzymology	False
organization	bear	False
organization	bureau	False
organization	church	False
organization	club	False
organization	department	False
organization	directorate	False
organization	galley	False
organization	math	False
organization	militia	False
osteoarthritis	catcher	False
overpayment	therapist	False
oxide	list	False
oyster	science	False
palace	electrician	False
pancreas	coach	False
panda	woodpecker	False
parapet	insect	False
parasite	adjective	False
parasite	emotion	False
parasite	flea	False
parent	daddy	False
parrot	food	False
passageway	corridor	False
patience	ceremony	False
payment	hostess	False
payment	overpayment	False
payment	royalty	False
payment	solid	False
payment	wage	False
pc	food	False
pear	weapon	False
penis	color	False
penis	larva	False
people	bourgeoisie	False
people	gentry	False
people	vicar	False
performer	artiste	False
performer	comedian	False
performer	comic	False
performer	commodity	False
performer	disease	False
performer	drummer	False
performer	food	False
performer	geek	False
performer	mime	False
performer	physiotherapy	False
performer	saxophonist	False
performer	soprano	False
performer	spear	False
performer	vocalist	False
pesticide	beard	False
pesticide	cabbage	False
pesticide	girlfriend	False
pesticide	insecticide	False
petal	neurology	False
petal	vehicle	False
petroleum	payment	False
pew	glider	False
pharmacology	man	False
phenomenon	compensation	False
phenomenon	fluorescence	False
phenomenon	gale	False
phenomenon	mishap	False
phenomenon	polarization	False
phenomenon	rain	False
phenomenon	traction	False
physician	shelter	False
physiology	calculation	False
pig	science	False
pilgrimage	crew	False
piper	illness	False
piracy	feeling	False
pirate	adult	False
pistol	athlete	False
plant	rector	False
platter	publication	False
player	batsman	False
player	goalkeeper	False
player	instrument	False
player	physiotherapy	False
player	quarterback	False
playlist	bat	False
pocket	vehicle	False
polarization	emotion	False
policeman	theft	False
polygon	rectangle	False
polymer	oil	False
polymerase	treatment	False
porter	panic	False
post	rabbit	False
postgraduate	water	False
potato	foreman	False
pram	greyhound	False
preamble	meal	False
preconception	laboratory	False
prefecture	musician	False
priest	pocket	False
priest	secretariat	False
priory	tycoon	False
procedure	melon	False
produce	music	False
produce	raisin	False
professional	anaesthetist	False
professional	craftsman	False
professional	liquor	False
professional	ruler	False
professional	surgeon	False
professional	teacher	False
professorship	misfortune	False
progenitor	dad	False
progenitor	father	False
progenitor	mother	False
projectile	limb	False
prosecutor	magnitude	False
protein	collagen	False
protein	kilt	False
pseudonym	dwelling	False
pseudonym	golf	False
psychiatry	clinician	False
psychoanalysis	cow	False
psychotherapy	dinner	False
publication	bestseller	False
publication	linguist	False
publication	manual	False
publication	workbook	False
pudding	wind	False
puppy	employee	False
puppy	performer	False
race	dioxin	False
radius	fluid	False
railway	metro	False
rain	drizzle	False
receptionist	schoolmaster	False
record	autobiography	False
record	memo	False
record	spouse	False
record	wine	False
red	bird	False
reelection	ache	False
reformer	crime	False
reggae	rectangle	False
reimbursement	insect	False
relative	game	False
relative	granny	False
relative	infant	False
relative	leader	False
relative	musician	False
relative	ore	False
relative	parent	False
relative	son	False
relief	herb	False
relief	kidnapping	False
remorse	water	False
representative	alderman	False
reptile	business	False
reptile	list	False
reptile	record	False
request	ultimatum	False
resentment	employee	False
resignation	discipline	False
revolver	animal	False
rifle	psychoanalysis	False
right	kingfisher	False
road	freeway	False
road	highway	False
road	representative	False
road	roadway	False
roast	salmon	False
rodent	hamster	False
rodent	hedgehog	False
rodent	vole	False
rodent	weapon	False
roofing	recovery	False
room	classroom	False
room	sauna	False
ruler	algebra	False
ruler	pancreas	False
sack	apostle	False
sack	emotion	False
sailor	forearm	False
sailor	oil	False
sailor	privateer	False
salesman	ache	False
salmon	intestine	False
sausage	crew	False
saying	machine	False
saying	motto	False
saying	slogan	False
scapegoat	temperament	False
school	gymnasium	False
science	alga	False
science	algebra	False
science	artery	False
science	concept	False
science	decree	False
science	dentistry	False
science	employee	False
science	linguistics	False
science	math	False
science	neurology	False
science	neuroscience	False
science	oncology	False
science	pear	False
science	robin	False
science	wheat	False
scientist	dad	False
scientist	henchman	False
scourge	end	False
seabird	penguin	False
seafood	carp	False
seafood	herring	False
seafood	mackerel	False
seafood	worker	False
seaplane	crystal	False
secretariat	carbon	False
section	preamble	False
security	fresco	False
security	indemnity	False
sedan	tissue	False
sensation	fragrance	False
sensation	information	False
sensation	molecule	False
sensation	tool	False
servant	croquet	False
serviceman	soldier	False
shark	assortment	False
shellfish	emotion	False
sherry	cancer	False
sherry	rodent	False
ship	submarine	False
ship	tanker	False
shirt	thoroughfare	False
shortcut	decoration	False
shortcut	feeling	False
shower	bee	False
shrine	captivity	False
signal	walnut	False
singer	soprano	False
sir	opium	False
site	reptile	False
sixty	relative	False
slalom	barrier	False
slalom	hedgehog	False
slogan	mixture	False
sloop	rector	False
snail	bull	False
snake	chemical	False
snake	jewel	False
snippet	feeling	False
soccer	organization	False
sociologist	panda	False
software	food	False
software	fruit	False
software	parser	False
solid	ancestor	False
solid	ape	False
solid	cookie	False
solid	orange	False
solid	quartz	False
solid	shellfish	False
solid	wood	False
solution	batsman	False
solution	migration	False
son	hospital	False
sonata	symphony	False
song	piper	False
spaghetti	commodity	False
spaghetti	forearm	False
spaghetti	workman	False
spoon	immigration	False
sport	badminton	False
sport	equipment	False
sport	football	False
sport	garment	False
sport	golf	False
sport	histogram	False
sport	hymn	False
sport	racing	False
sport	swimming	False
spouse	commodity	False
stag	eagle	False
stag	virus	False
stallion	statement	False
standing	animal	False
standing	ape	False
statement	accusation	False
statement	contract	False
statement	ship	False
statement	spouse	False
statesman	buggy	False
status	baronetcy	False
stocking	bird	False
stocking	limousine	False
storm	overpayment	False
storm	sandwich	False
storm	solid	False
storm	typhoon	False
strawberry	alcohol	False
subcommittee	fresco	False
subcontractor	cassette	False
sulphate	hair	False
sunlight	dealer	False
sunlight	statement	False
surface	screen	False
surprise	guesthouse	False
swan	symbol	False
swimming	motel	False
swine	humankind	False
symbol	cairn	False
symbol	leaf	False
symbol	vehicle	False
symptom	spasm	False
system	military	False
tank	building	False
tanker	grandmother	False
technician	relative	False
telecommunication	crime	False
telecommunication	twenty	False
temperament	aristocrat	False
term	telly	False
tern	discipline	False
terror	granny	False
text	illustration	False
text	invitation	False
theater	value	False
theatre	brook	False
theology	greyhound	False
theology	phenomenon	False
therapy	building	False
therapy	machine	False
therapy	psychoanalysis	False
therapy	son	False
thief	housing	False
thief	potato	False
thoroughfare	alley	False
thoroughfare	boulevard	False
thrill	energy	False
thunderstorm	shower	False
tissue	animal	False
tissue	skin	False
tissue	solution	False
toast	antibiotic	False
toddler	lobster	False
tomorrow	relative	False
tool	celery	False
tool	fluid	False
tool	screwdriver	False
tortoise	joint	False
tower	aneurysm	False
tower	silo	False
tower	turret	False
traction	influenza	False
trait	competitiveness	False
trait	folly	False
trait	goose	False
trait	maker	False
trait	parameter	False
trait	road	False
trait	temperament	False
transaction	investing	False
transformation	conversion	False
travel	algebra	False
travel	safari	False
traveler	owl	False
traveler	performer	False
treatment	alcohol	False
treatment	people	False
treatment	psychoanalysis	False
treatment	radiotherapy	False
tree	almond	False
tree	holly	False
tree	mango	False
tree	mangrove	False
tree	travel	False
trolley	soloist	False
trouser	geometry	False
tumor	laborer	False
tumor	melanoma	False
tumor	mesothelioma	False
tumor	pasta	False
tumor	writer	False
tumour	luncheon	False
turbine	cold	False
turkey	employee	False
typography	surface	False
underside	sensation	False
undertaking	robin	False
undertaking	slalom	False
underwear	lingerie	False
utensil	kettle	False
value	teaching	False
vegetable	artiste	False
vegetable	cabbage	False
vegetable	vehicle	False
vehicle	amphibian	False
vehicle	auto	False
vehicle	bike	False
vehicle	duck	False
vehicle	elm	False
vehicle	entertainer	False
vehicle	frigate	False
vehicle	gunboat	False
vehicle	invertebrate	False
vehicle	milk	False
vehicle	osteoarthritis	False
vehicle	parser	False
vehicle	sedan	False
vehicle	sloop	False
vehicle	tank	False
vehicle	trolley	False
vehicle	tsunami	False
vehicle	vintage	False
vehicle	warship	False
vehicle	woman	False
vehicle	worker	False
velocity	potato	False
velocity	sociology	False
vertebrate	art	False
vertebrate	asp	False
vertebrate	bat	False
vertebrate	bear	False
vertebrate	bitterness	False
vertebrate	chariot	False
vertebrate	conservatism	False
vertebrate	corporation	False
vertebrate	cow	False
vertebrate	crystal	False
vertebrate	eagle	False
vertebrate	hedgehog	False
vertebrate	lion	False
vertebrate	mare	False
vertebrate	organization	False
vertebrate	panda	False
vertebrate	pheasant	False
vertebrate	puppy	False
vertebrate	raven	False
vertebrate	serpent	False
vertebrate	site	False
vertebrate	spear	False
vertebrate	victim	False
vertebrate	vole	False
vertebrate	woodpecker	False
vertebrate	worker	False
vertebrate	yellow	False
vertex	priest	False
vessel	stick	False
vial	commodity	False
vicar	bottle	False
vicar	shareholder	False
vicar	suit	False
vodka	privateer	False
volleyball	pc	False
vulture	fluid	False
wader	science	False
wage	airplane	False
waiter	waitress	False
walk	vehicle	False
warbler	father	False
ware	feeling	False
ware	fork	False
ware	shirt	False
water	seawater	False
waterfowl	crystal	False
waterfowl	parent	False
wave	tsunami	False
weakening	invertebrate	False
weapon	rifle	False
wheat	pain	False
whiskey	dagger	False
whiskey	meal	False
whisky	traveler	False
wife	beer	False
wife	coupe	False
wind	vicar	False
windfall	bird	False
wine	football	False
wine	road	False
woman	bridesmaid	False
woman	math	False
woman	mistress	False
